word,gold_segmentation,gold_root_heuristic,stemmer_output,exact_match
চাপাতি,চাপাতি,চাপাতি,চাপাতি,True
চারের,চার+ের,চার,চার,True
চারদিক,চার+দিক,চার,চারদিক,False
চারপাশেই,চার+পাশ+ে+ই,চার,চারপাশ,False
চায়না,"চায়+না, চায়না",চায়,চায়না,False
চায়নি,চায়+নি,চায়,চায়নি,False
চোরাকারবারিদের,"চোর+া+কার+বার+ি+দের, চোর+া+কারবার+ি+দের",চোর,চোরাকারবারি,False
চেষ্টাই,চেষ্টা+ই,চেষ্টা,চেষ্,False
চিত্কার,চিত্কার,চিত্কার,চিত্কা,False
চিত্র,চিত্র,চিত্র,চিত্র,True
চিত্রাঙ্কন,"1 চিত্র+াঙ্কন, চিত্র+অঙ্কন",1 চিত্র,চিত্রাঙ্কন,False
চিন্তাও,চিন্তা+ও,চিন্তা,চিন্তা,True
চিরকুমারিত্বের,চির+কুমার+ি+ত্ব+ের,চির,চিরকুমারিত্ব,False
চণ্ডীদাস,চণ্ডী+দাস,চণ্ডী,চণ্ডীদাস,False
চতুর্থা,চতুর্থ+া,চতুর্থ,চতুর্থা,False
চক্ষুশূল,চক্ষু+শূল,চক্ষু,চক্ষুশূল,False
চলেও,চলে+ও,চলে,চল,False
চন্দ্র,চন্দ্র,চন্দ্র,চন্দ্র,True
দঁাড়ানো,দঁাড়া+নো,দঁাড়া,দঁাড়ানো,False
দঁাড়াও,দঁাড়া+ও,দঁাড়া,দঁাড়া,True
দাঁড়ালে,"দাঁড়া+লে, দাঁড়া+ল+ে",দাঁড়া,দাঁড়াল,False
দাফন,দাফন,দাফন,দাফন,True
দায়িত্বপূর্ণ,দায়িত্ব+পূর্ণ,দায়িত্ব,দায়িত্বপূর্ণ,False
দায়িত্বটা,দায়িত্ব+টা,দায়িত্ব,দায়িত্ব,True
দৌড়াচ্ছে,দৌড়+া+চ্ছ+ে,দৌড়,দৌড়,True
দৌড়টি,দৌড়+টি,দৌড়,দৌড়,True
দোকানপাটে,দোকান+পাট+ে,দোকান,দোকানপাট,False
দোলযাত্রা,দোল+যাত্রা,দোল,দোলযাত্,False
দেখাবে,"দেখ+া+ব+ে, দেখ+া+বে",দেখ,দেখাবে,False
দেখভালকারী,দেখ+ভাল+কার+ী,দেখ,দেখভালকারী,False
দেখলাম,দেখ+ল+াম,দেখ,দেখ,True
দেবকন্যা,দেব+কন্যা,দেব,দেবকন্যা,False
দেননি,দেন+নি,দেন,দেননি,False
দেশ,দেশ,দেশ,দেশ,True
দেশকেই,দেশ+কে+ই,দেশ,দেশ,True
দেউলিয়াই,দেউলিয়া+ই,দেউলিয়া,দেউলিয়া,True
দেয়,দে+য়,দে,দেয়,False
দেয়ালে,দেয়াল+ে,দেয়াল,দেয়ালে,False
দেড়টায়,দেড়+টা+য়,দেড়,দেড়টায়,False
দিনভর,দিন+ভর,দিন,দিনভর,False
দিনক্ষণ,দিন+ক্ষণ,দিন,দিনক্ষণ,False
দিশারি,দিশা+রি,দিশা,দিশারি,False
দিয়েছিলাম,"দি+য়ে+ছ+িল+াম, দি+য়ে+ছি+ল+াম",দি,দিয়,False
দখলদার,দখল+দার,দখল,দখলদা,False
দৃষ্টি,দৃষ্টি,দৃষ্টি,দৃষ্,False
দুজনের,দুজন+ের,দুজন,দুজন,True
দুবারে,দু+বার+ে,দু,দুবা,False
দুইডা,"দুইডা, দুই+ডা",দুইডা,দুইডা,True
দুনিয়ায়,দুনিয়া+য়,দুনিয়া,দুনিয়ায়,False
দুর্ধর্ষ,দুর্ধর্ষ,দুর্ধর্ষ,ধর্ষ,False
দুর্বৃর্ত্তরা,দুর্বৃর্ত্ত+রা,দুর্বৃর্ত্ত,বৃর্ত্ত,False
দুর্যোগের,দুর্যোগ+ের,দুর্যোগ,যোগ,False
দূতাবাস,"1 দূত+াবাস, দূত+আবাস",1 দূত,দূতাবাস,False
দলীয়প্রধান,"দল+ীয়+প্রধান, দল+ীয়+প্র+ধান",দল,দলীয়প্রধান,False
দলই,দল+ই,দল,দল,True
দলনিরপেক্ষ,দল+নিরপেক্ষ,দল,দলনিরপেক্ষ,False
দলটিকে,দল+টি+কে,দল,দল,True
দরজায়,দরজা+য়,দরজা,দরজায়,False
দর্জি,দর্জি,দর্জি,দর্জি,True
দর্শকদের,দর্শক+দের,দর্শক,দর্শক,True
দ্বীপদেশটিতে,দ্বীপ+দেশ+টি+তে,দ্বীপ,দ্বীপদেশ,False
দ্বিধাবিভক্তিই,"দ্বিধা+বিভক্ত+ি+ই, দ্বিধা+বি+ভক্ত+ি+ই",দ্বিধা,দ্বিধাবিভক্তি,False
দ্বিতীয়,দ্বিতীয়,দ্বিতীয়,দ্বিতীয়,True
দ্বন্ববিষয়ক,দ্বন্ব+বিষয়+ক,দ্বন্ব,দ্বন্ববিষয়ক,False
দ্বন্দ্বটি,দ্বন্দ্ব+টি,দ্বন্দ্ব,দ্বন্দ্ব,True
দ্রাবিড়দের,দ্রাবিড়+দের,দ্রাবিড়,দ্রাবিড়,True
এখনও,এখন+ও,এখন,এখন,True
এসো,এসো,এসো,এসো,True
এসবের,এসব+ের,এসব,এসব,True
এডুকেশন,এডুকেশন,এডুকেশন,এডুকেশন,True
এবার,"এবার, এ+বার",এবার,এবা,False
এগোব,"এগোব, এগো+ব",এগোব,এগোব,True
এগিয়েছি,"এগ+িয়ে+ছ+ি, এগ+িয়ে+ছি",এগ,এগিয়ে,False
এগুলোও,এ+গুলো+ও,এ,এই,False
একা,একা,একা,একা,True
একি,একি,একি,একি,True
একমিনিট,এক+মিনিট,এক,একমিনিট,False
এটি,এটি,এটি,এটি,True
থাক,থাক,থাক,থাক,True
থাকছেন,"থাক+ছ+েন, থাক+ছ+ে+ন",থাক,থাক,True
থাকবেন,"থাক+ব+েন, থাক+ব+ে+ন",থাক,থাক,True
থিয়েটার,থিয়েটার,থিয়েটার,থিয়ে,False
গাইতে,গাই+তে,গাই,গাই,True
গার্মেন্টসসহ,গার্মেন্ট+স+সহ,গার্মেন্ট,গার্মেন্টসসহ,False
গাউসনগরের,গাউস+নগর+ের,গাউস,গাউসনগর,False
গায়েই,গা+য়ে+ই,গা,গা,True
গোকুলে,গো+কুলে,গো,গোকুল,False
গোল,গোল,গোল,গোল,True
গোলেও,গোল+ে+ও,গোল,গোল,True
গোলটিই,গোল+টি+ই,গোল,গোল,True
গির্জা,গির্জা,গির্জা,গির্জা,True
গণসঙ্গীতের,গণ+সঙ্গীত+ের,গণ,গণসঙ্গীত,False
গণমাধ্যমও,গণ+মাধ্যম+ও,গণ,গণমাধ্যম,False
গণরুমের,গণ+রুম+ের,গণ,গণরুম,False
গুজবের,গুজব+ের,গুজব,গুজব,True
গুণকীর্তনের,গুণ+কীর্তন+ের,গুণ,গুণকীর্তন,False
গুনগুন,গুন+গুন,গুন,গুনগুন,False
গুরুদুয়ারায়,গুরু+দুয়ারা+য়,গুরু,গুরুদুয়ারায়,False
গুরুদয়াল,"গুরু+দয়াল, গুরু+দয়া+ল",গুরু,গুরুদয়াল,False
গডফাদারগুলো,গড+ফাদার+গুলো,গড,গডফাদা,False
গবেষণায়ও,গবেষণা+য়+ও,গবেষণা,গবেষণায়,False
গল্পটি,গল্প+টি,গল্প,গল্প,True
গর্ভস্থ,গর্ভ+স্থ,গর্ভ,গর্ভস্থ,False
গড়ালে,"গড়া+লে, গড়া+ল+ে",গড়া,গড়াল,False
গ্রাহক,গ্রাহক,গ্রাহক,গ্রাহক,True
গ্রিনকার্ডও,গ্রিন+কার্ড+ও,গ্রিন,গ্রিনকার্ড,False
হঁাটুপানির,হঁাটু+পানি+র,হঁাটু,হঁাটুপানি,False
হঁাড়িতেই,হঁাড়ি+তে+ই,হঁাড়ি,হঁাড়ি,True
হাজার,হাজার,হাজার,হাজা,False
হাজিরের,হাজির+ের,হাজির,হাজির,True
হাইকোর্টের,হাই+কোর্ট+ের,হাই,হাইকোর্ট,False
হামের,হাম+ের,হাম,হাম,True
হামলাগুলোর,হামলা+গুলো+র,হামলা,হামলা,True
হামলায়ও,হামলা+য়+ও,হামলা,হামলায়,False
হারাবেন,"হার+া+ব+েন, হার+া+ব+ে+ন",হার,হারা,False
হারেরও,হার+ের+ও,হার,হার,True
হায়াতে,হায়াত+ে,হায়াত,হায়া,False
হেঁটে,"1 হেঁট+ে, হাঁট+ে",1 হেঁট,হেঁটে,False
হোমিও,হোমিও,হোমিও,হোমি,False
হেরে,"1 হের+ে, হার+ে",1 হের,হার,False
হেরোইনখোর,হেরোইন+খোর,হেরোইন,হেরোইনখোর,False
হেরেছি,"1 হার+েছ+ি, হের+েছ+ি",1 হার,হেরে,False
হেয়ারের,হেয়ার+ের,হেয়ার,হেয়ার,True
হিসেবে,হিসেব+ে,হিসেব,হিসেব,True
হিন্দু,"হিন্দু, হিন্দ+ু",হিন্দু,হিন্দু,True
হৃদয়,হৃদয়,হৃদয়,হৃদয়,True
